,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA,listingSubType.is_openHouse,newConstructionType,unit,listingSubType.is_newHome,listingSubType.is_FSBO,listingSubType.is_accepting_backup_offers
234,1970-01-01,SINGLE_FAMILY,3049.0,"1203 Queen St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.22795867919922,-77.93285369873047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=RfoeWy-B3R9awd11HKDORORCUAo=",100000,3.0,-77.93285,34.22796,RECENTLY_SOLD,54311148,,-1,2.0,1278.0,USA,USD,sqft,,,,,,,,
235,1970-01-01,SINGLE_FAMILY,2178.0,"816 Campbell St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24263381958008,-77.93926239013672&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HwJfHNPlrV2sCJ-n74o0q0nxIJY=",108000,3.0,-77.93926,34.242634,RECENTLY_SOLD,54300369,,-1,2.0,1076.0,USA,USD,sqft,,,,,,,,
236,1970-01-01,SINGLE_FAMILY,2613.0,"125 S 11th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/39b65f6b8a2e2bece4bf0ebb9d638757-p_e.jpg,108500,3.0,-77.93494,34.234085,RECENTLY_SOLD,54309346,,-1,1.0,1300.0,USA,USD,sqft,True,,,,,,,
237,1970-01-01,SINGLE_FAMILY,7405.0,"1016 Queen St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.227394104003906,-77.9346694946289&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=441oafRW71HEgQ6hHMxh5Mk50LE=",101000,3.0,-77.93467,34.227394,RECENTLY_SOLD,54311327,,-1,1.0,1008.0,USA,USD,sqft,,,,,,,,
238,1970-01-01,SINGLE_FAMILY,2975.0,"824 Campbell St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.242591857910156,-77.93882751464844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9R1ylqOL1IBr1u2kuGmIcgAgAUY=",118000,4.0,-77.93883,34.24259,RECENTLY_SOLD,151108285,,-1,2.0,1000.0,USA,USD,sqft,,,,,,,,
242,1970-01-01,SINGLE_FAMILY,5109.0,"515 Anderson St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24245834350586,-77.93883514404297&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=_4nok10ra1tZyBw9mLmUj9KAhSI=",118000,4.0,-77.938835,34.24246,RECENTLY_SOLD,151108284,,-1,1.5,1000.0,USA,USD,sqft,,,,,,,,
243,1970-01-01,SINGLE_FAMILY,2739.0,"718 N 10th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.244606018066406,-77.93668365478516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=oYu4QqqPgRUr4CGMpqchQTLWyPI=",118000,4.0,-77.93668,34.244606,RECENTLY_SOLD,54300684,,-1,1.5,1000.0,USA,USD,sqft,,,,,,,,
244,1970-01-01,SINGLE_FAMILY,2474.0,"122 Jasmine St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23428726196289,-77.9347152709961&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=sKNqgV7S0MNj83V3JutGs2eb3VM=",116000,4.0,-77.934715,34.234287,RECENTLY_SOLD,54309349,,-1,1.5,1040.0,USA,USD,sqft,,,,,,,,
249,1970-01-01,SINGLE_FAMILY,2909.0,"919 Grace St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/a90528fe340d32d091ee48a952ac109a-p_e.jpg,1800,3.0,-77.93771,34.239735,RECENTLY_SOLD,54301526,,-1,1.5,1000.0,USA,USD,sqft,True,,,,,,,
251,1970-01-01,SINGLE_FAMILY,0.11,"1614 Dock Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/257e240b04871613b9434826edf113d1-p_e.jpg,149250,2.0,-77.928055,34.23559,RECENTLY_SOLD,54302189,,-1,1.0,1019.0,USA,USD,sqft,True,,,,,,,
253,1970-01-01,SINGLE_FAMILY,0.11,"1205 Castle Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/ead1d9430b1964b4d49e1cbb4b5e4b54-p_e.jpg,130000,3.0,-77.93297,34.229225,RECENTLY_SOLD,54309554,,-1,1.0,1156.0,USA,USD,sqft,True,,,,,,,
254,1970-01-01,SINGLE_FAMILY,0.11,"114 S 16th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/6f0caa47bcfafe477f7f70522d674f7e-p_e.jpg,155000,3.0,-77.929115,34.235294,RECENTLY_SOLD,54302180,,-1,2.0,1625.0,USA,USD,sqft,True,,,,,,,
260,1970-01-01,SINGLE_FAMILY,0.12,"1409 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/5a7ed0ba22fd4c067951f0f707335c94-p_e.jpg,145000,2.0,-77.929665,34.226948,RECENTLY_SOLD,54311222,,-1,1.0,1420.0,USA,USD,sqft,True,,,,,,,
265,1970-01-01,SINGLE_FAMILY,1742.0,"814 N 6th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/e451cf5a53d8b20286508a55ec03cb19-p_e.jpg,123000,3.0,-77.942894,34.24547,RECENTLY_SOLD,54300072,,-1,2.0,1041.0,USA,USD,sqft,True,,,,,,,
269,1970-01-01,SINGLE_FAMILY,4207.0,"300 S 15th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.2329216003418,-77.93004608154297&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=13i8_6RPlBg3pmjVXP3s3LQyYpc=",160000,3.0,-77.930046,34.23292,RECENTLY_SOLD,54309608,,-1,2.0,1055.0,USA,USD,sqft,,,,,,,,
278,1970-01-01,SINGLE_FAMILY,2739.0,"514 N 7th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/2dff5d353a4974f65ed9ad2c69ac05de-p_e.jpg,145000,4.0,-77.94118,34.24233,RECENTLY_SOLD,54300372,,-1,2.0,1284.0,USA,USD,sqft,True,,,,,,,
294,1970-01-01,SINGLE_FAMILY,0.06,"721 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c4a850bdb3c534460cd10bfcea3ebfe3-p_e.jpg,140000,3.0,-77.94036,34.24299,RECENTLY_SOLD,54300263,,-1,1.0,1200.0,USA,USD,sqft,True,,,,,,,
295,1970-01-01,SINGLE_FAMILY,0.07,"710 S 8th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/40837575b9322af831788bb93eb673fd-p_e.jpg,138000,3.0,-77.938515,34.22676,RECENTLY_SOLD,54310874,,-1,2.0,1014.0,USA,USD,sqft,True,,,,,,,
299,1970-01-01,SINGLE_FAMILY,4948.0,"207 S 13th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.233760833740234,-77.93213653564453&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=OWUEADZfUoBVfHv5j7YqTrbspl8=",125000,3.0,-77.93214,34.23376,RECENTLY_SOLD,54309435,,-1,1.0,1320.0,USA,USD,sqft,,,,,,,,
304,1970-01-01,SINGLE_FAMILY,0.11,"412 Church Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/ca2eb1222da26254127975a3777359b9-p_e.jpg,160000,3.0,-77.943214,34.22917,RECENTLY_SOLD,54309252,,-1,1.0,1199.0,USA,USD,sqft,True,,,,,,,
307,1970-01-01,SINGLE_FAMILY,6534.0,"212 N 25th St, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/efa97a289e9b4abbb19afe386e8eeaee-p_e.jpg,130000,3.0,-77.91479,34.241432,RECENTLY_SOLD,54301269,,-1,2.0,1450.0,USA,USD,sqft,True,,,,,,,
313,1970-01-01,SINGLE_FAMILY,0.11,"220 S 13 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/33f3c25b477cb01d26e13bfd2640ad0b-p_e.jpg,136500,3.0,-77.93277,34.23307,RECENTLY_SOLD,54309458,,-1,1.0,1176.0,USA,USD,sqft,True,,,,,,,
318,1970-01-01,SINGLE_FAMILY,0.1,"1410 Castle Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/a3b2d37e9d0c0f8339f1987859dfb839-p_e.jpg,125000,3.0,-77.929886,34.229004,RECENTLY_SOLD,54309777,,-1,1.0,1217.0,USA,USD,sqft,True,,,,,,,
324,1970-01-01,SINGLE_FAMILY,0.08,"1303 Orange Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/8356e5123d7f341e4ba1c02ff97c6c9c-p_e.jpg,160000,2.0,-77.93211,34.234394,RECENTLY_SOLD,54309368,,-1,1.0,1201.0,USA,USD,sqft,True,,,,,,,
328,1970-01-01,SINGLE_FAMILY,6599.0,"126 S 16th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.235008239746094,-77.92908477783203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TG4hr5y8SbzJ4QYhxJym6zGOhVY=",123000,3.0,-77.929085,34.23501,RECENTLY_SOLD,54302177,,-1,1.0,1121.0,USA,USD,sqft,,,,,,,,
329,1970-01-01,SINGLE_FAMILY,9478.0,"706 N 23rd St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24721908569336,-77.9197998046875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=wg5C3fTOATF7HIh9u5d5o8osdgI=",130000,2.0,-77.9198,34.24722,RECENTLY_SOLD,54299821,,-1,1.0,1198.0,USA,USD,sqft,,,,,,,,
338,1970-01-01,SINGLE_FAMILY,0.07,"1402 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/30b0cf369c77c533c98a224f2304981a-p_e.jpg,147500,3.0,-77.93013,34.226494,RECENTLY_SOLD,54311462,,-1,1.0,1248.0,USA,USD,sqft,True,,,,,,,
339,1970-01-01,SINGLE_FAMILY,8276.4,"209 N 13th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/fa8e9f13e98501bb350ea56ec29e58e4-p_e.jpg,695000,4.0,-77.93355,34.23958,RECENTLY_SOLD,54301885,,-1,4.0,2226.0,USA,USD,sqft,True,True,,,,,,
352,1970-01-01,SINGLE_FAMILY,0.32649219467401,"808 McRae St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/ab876482116ae81637a8151f7e478e57-p_e.jpg,125000,3.0,-77.938934,34.2453,RECENTLY_SOLD,54300103,,-1,2.0,1400.0,USA,USD,acres,True,,,,,,,
365,1970-01-01,SINGLE_FAMILY,0.11,"1109 Orange Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b807753ddb3ae630d88035be2dd5e3c5-p_e.jpg,155000,3.0,-77.93435,34.23418,RECENTLY_SOLD,54309354,,-1,2.0,1390.0,USA,USD,sqft,True,,,,,,,
367,1970-01-01,SINGLE_FAMILY,9295.0,"1015 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/509c05aed3446377d24c566541c49b70-p_e.jpg,130000,3.0,-77.935585,34.23415,RECENTLY_SOLD,54309336,,-1,2.5,1399.0,USA,USD,sqft,True,,,,,,,
380,1970-01-01,SINGLE_FAMILY,2474.0,"924 N 10th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24704360961914,-77.93645477294922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=PNMneJBHHY1xrmKyaj_txG0rk38=",148000,3.0,-77.936455,34.247044,RECENTLY_SOLD,54299764,,-1,2.0,1000.0,USA,USD,sqft,,,,,,,,
383,1970-01-01,SINGLE_FAMILY,0.12,"506 N 10th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d71f56c3ea2981b906289ef757a53430-p_e.jpg,158000,2.0,-77.936806,34.24187,RECENTLY_SOLD,54300772,,-1,3.0,1193.0,USA,USD,sqft,True,,,,,,,
386,1970-01-01,SINGLE_FAMILY,2613.0,"1403 Church St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.230682373046875,-77.9305419921875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=_0tSVQrVOXQAzvqlvtJB7pM-Jy4=",155000,2.0,-77.93054,34.230682,RECENTLY_SOLD,54309698,,-1,2.0,1501.0,USA,USD,sqft,,,,,,,,
389,1970-01-01,SINGLE_FAMILY,4356.0,"1006 N 5th Ave, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24736785888672,-77.9443359375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=5WzO6M-HR-Uj-E4TTDylz5Y-zg4=",127000,3.0,-77.944336,34.247368,RECENTLY_SOLD,54299550,,-1,1.0,1116.0,USA,USD,sqft,,,,,,,,
391,1970-01-01,SINGLE_FAMILY,5227.0,"1201 Grace St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.240047454833984,-77.93456268310547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ZUXVvUKDIHzv-AWiMUBVcsLeixQ=",134500,2.0,-77.93456,34.240047,RECENTLY_SOLD,54300888,,-1,2.0,1016.0,USA,USD,sqft,,,,,,,,
394,1970-01-01,SINGLE_FAMILY,3049.0,"1001 Rankin St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24175262451172,-77.93701171875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TyuTYyFJq5t06l_mu_e0BqI-mkk=",153000,2.0,-77.93701,34.241753,RECENTLY_SOLD,54300773,,-1,1.0,1003.0,USA,USD,sqft,,,,,,,,
416,1970-01-01,SINGLE_FAMILY,4356.0,"1002 N 5th Ave, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.247222900390625,-77.94442749023438&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=QZjU462144wvZ8jdnR6J2CacZ2Y=",150000,3.0,-77.94443,34.247223,RECENTLY_SOLD,54299551,,-1,2.0,1057.0,USA,USD,sqft,,,,,,,,
417,1970-01-01,SINGLE_FAMILY,5227.0,"707 S 5th Ave, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.22658157348633,-77.94178771972656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=_qSr6e1pIQ-l8BueMjyR1gj520U=",137500,3.0,-77.94179,34.22658,RECENTLY_SOLD,54310804,,-1,1.0,1101.0,USA,USD,sqft,,,,,,,,
426,1970-01-01,SINGLE_FAMILY,5227.0,"2319 Market St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23855209350586,-77.91667938232422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=_9SG4ExYezv9ZiQ_3yhk4Off_t8=",127500,3.0,-77.91668,34.238552,RECENTLY_SOLD,54302644,,-1,2.0,1120.0,USA,USD,sqft,,,,,,,,
430,1970-01-01,SINGLE_FAMILY,871.0,"609 S 13th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.22837448120117,-77.93148803710938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KfK8DvcUPWrhRF0I0hF2FUImLzk=",125000,2.0,-77.93149,34.228374,RECENTLY_SOLD,54311170,,-1,1.0,1187.0,USA,USD,sqft,,,,,,,,
446,1970-01-01,SINGLE_FAMILY,8712.0,"2117 Wrightsville Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.230499267578125,-77.9203872680664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=G8UgW5Yw4VzoQcRopwSmQXy-4zQ=",144000,3.0,-77.92039,34.2305,RECENTLY_SOLD,54310263,,-1,1.0,1175.0,USA,USD,sqft,,,,,,,,
479,1970-01-01,SINGLE_FAMILY,10018.0,"1923 Nun St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.232601165771484,-77.92304992675781&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=lEdu8qHE59Z4ZYKUzT9PpXrL2PM=",150000,3.0,-77.92305,34.2326,RECENTLY_SOLD,54309978,,-1,1.0,1400.0,USA,USD,sqft,,,,,,,,
483,1970-01-01,SINGLE_FAMILY,6098.0,"714 Church St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.22947311401367,-77.93904113769531&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=qxwlVuDvDbxlxhIkpGLZ0npcNrc=",153000,4.0,-77.93904,34.229473,RECENTLY_SOLD,54309284,,-1,3.0,2556.0,USA,USD,sqft,,,,,,,,
484,1970-01-01,SINGLE_FAMILY,9147.0,"2130 Klein Rd, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.246315002441406,-77.9234848022461&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=SjO6u_VsNy9MnmdKdrQ1bg2rt1A=",135000,2.0,-77.923485,34.246315,RECENTLY_SOLD,54299948,,-1,1.0,1001.0,USA,USD,sqft,,,,,,,,
487,1970-01-01,SINGLE_FAMILY,2613.0,"711 Red Cross St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24191665649414,-77.940673828125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=PkRHWv4Ud_uRIiK_-Guu3y-UN_w=",160000,3.0,-77.940674,34.241917,RECENTLY_SOLD,54300379,,-1,3.0,1718.0,USA,USD,sqft,,,,,,,,
488,1970-01-01,SINGLE_FAMILY,2178.0,"214 Gores Row, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23309326171875,-77.93588256835938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=sZVh_q8_k_z-_R19rZMTHQ7v83U=",137000,2.0,-77.93588,34.233093,RECENTLY_SOLD,54309524,,-1,2.0,1066.0,USA,USD,sqft,,,,,,,,
504,1970-01-01,SINGLE_FAMILY,6534.0,"725 Nixon St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.249732971191406,-77.94136047363281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=C7zDVomQH0F1mA_G7u_vJtz8pQU=",145000,3.0,-77.94136,34.249733,RECENTLY_SOLD,54299371,,-1,2.0,1000.0,USA,USD,sqft,,,,,,,,
518,1970-01-01,SINGLE_FAMILY,4791.0,"814 Grace St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/1abe36490636b9c76570447e307f047f-p_e.jpg,145000,3.0,-77.93933,34.23918,RECENTLY_SOLD,54301580,,-1,2.0,1588.0,USA,USD,sqft,True,,,,,,,
524,1970-01-01,SINGLE_FAMILY,3484.0,"507 Brunswick St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24488830566406,-77.94393920898438&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=FC0l04DOVWGnue1H0e5WHX6Pw84=",158000,3.0,-77.94394,34.24489,RECENTLY_SOLD,54300058,,-1,1.0,1176.0,USA,USD,sqft,,,,,,,,
525,1970-01-01,SINGLE_FAMILY,4791.0,"114 S 14th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.234798431396484,-77.9316635131836&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=FLSDT3i8GluAc0VFLgSwX06aTTs=",153000,3.0,-77.93166,34.2348,RECENTLY_SOLD,54302125,,-1,2.0,1140.0,USA,USD,sqft,,,,,,,,
534,1970-01-01,SINGLE_FAMILY,2613.0,"1404 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/6e6c19eea0848f7ce47471b917e7349e-p_e.jpg,175000,3.0,-77.930374,34.230286,RECENTLY_SOLD,54309761,,-1,2.0,1104.0,USA,USD,sqft,True,,,,,,,
541,1970-01-01,SINGLE_FAMILY,4791.0,"219 N 12th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.239646911621094,-77.93482971191406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=vv4b-SyH0XItssdZxRsk6Z7ccsM=",170000,3.0,-77.93483,34.239647,RECENTLY_SOLD,54301867,,-1,2.0,1254.0,USA,USD,sqft,,,,,,,,
543,1970-01-01,SINGLE_FAMILY,0.11,"615 N 10th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/67ab1aeca910df28f1e7fcd608554275-p_e.jpg,163000,3.0,-77.93729,34.243282,RECENTLY_SOLD,54300725,,-1,2.0,1192.0,USA,USD,sqft,True,,,,,,,
544,1970-01-01,SINGLE_FAMILY,0.08,"1003 N 5th Avenue, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/8f341f559e04277adc1cabd0436a91dd-p_e.jpg,175000,3.0,-77.945045,34.2472,RECENTLY_SOLD,54299582,,-1,1.0,1053.0,USA,USD,sqft,True,,,,,,,
546,1970-01-01,SINGLE_FAMILY,0.17,"709 Bladen Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/ed06c97ee6de61f9c8a87d98e8119ed3-p_e.jpg,167500,3.0,-77.94131,34.246323,RECENTLY_SOLD,54299670,,-1,1.0,1351.0,USA,USD,sqft,True,,,,,,,
551,1970-01-01,SINGLE_FAMILY,0.12,"1809 Nun Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/e410a7e3bc1114fc74246a8571b334f1-p_e.jpg,180000,4.0,-77.92503,34.232464,RECENTLY_SOLD,54309997,,-1,1.0,1443.0,USA,USD,sqft,True,,,,,,,
553,1970-01-01,SINGLE_FAMILY,0.16,"806 Russell Alley, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d60186df75a54cd6002a6a60d00699b7-p_e.jpg,89900,6.0,-77.93768,34.226418,PENDING,54311365,,-1,3.0,1751.0,USA,USD,sqft,True,True,,,,,,
557,1970-01-01,SINGLE_FAMILY,0.11,"217 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7deec8db18cdc2a9f9b313f754e24f01-p_e.jpg,167500,4.0,-77.93208,34.23331,RECENTLY_SOLD,54309440,,-1,2.0,1450.0,USA,USD,sqft,True,,,,,,,
561,1970-01-01,SINGLE_FAMILY,4356.0,"211 S 6th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/a7d781fea1e916c6edd649a81dd573b9-p_e.jpg,500000,3.0,-77.941284,34.232834,RECENTLY_SOLD,54308847,,-1,2.0,2000.0,USA,USD,sqft,True,True,,,,,,
562,1970-01-01,SINGLE_FAMILY,0.13,"1702 Orange Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/d75fe89e04f81509aedec476d16ec62a-p_e.jpg,180000,2.0,-77.9271,34.234325,RECENTLY_SOLD,54309800,,-1,2.0,1401.0,USA,USD,sqft,True,,,,,,,
563,1970-01-01,SINGLE_FAMILY,4251.0,"1720 Ann St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23274612426758,-77.92595672607422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=l5Tl483s4USVpmPDmTZ-LhKppyU=",175000,3.0,-77.92596,34.232746,RECENTLY_SOLD,54310013,,-1,1.0,1321.0,USA,USD,sqft,,,,,,,,
566,1970-01-01,SINGLE_FAMILY,5445.0,"1914 Castle St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.229557037353516,-77.92332458496094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=i7YDqGXtyG2mJWn7Tp3-PDAQEXI=",167000,3.0,-77.923325,34.229557,RECENTLY_SOLD,54310340,,-1,2.0,1192.0,USA,USD,sqft,,,,,,,,
574,1970-01-01,SINGLE_FAMILY,3977.0,"1205 Grace St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/311f2539f9438ea7ab78621a272b0fb6-p_e.jpg,173500,3.0,-77.93428,34.240063,RECENTLY_SOLD,54300886,,-1,2.0,1275.0,USA,USD,sqft,True,,,,,,,
581,1970-01-01,SINGLE_FAMILY,0.07,"21 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/14f527c4027676b839a648f4ffc9657a-p_e.jpg,168298,3.0,-77.93245,34.235664,RECENTLY_SOLD,54302019,,-1,1.0,1018.0,USA,USD,sqft,True,,,,,,,
583,1970-01-01,SINGLE_FAMILY,0.09,"1916 Wolcott Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/0c57a602dc72bc7c4e2af5fcd996e39f-p_e.jpg,162000,2.0,-77.923416,34.235603,RECENTLY_SOLD,54302524,,-1,1.0,1128.0,USA,USD,sqft,True,,,,,,,
588,1970-01-01,SINGLE_FAMILY,0.22,"2101 Chestnut Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/c947015a4b34a20808199c0b975e6cbd-p_e.jpg,180000,3.0,-77.92124,34.240257,RECENTLY_SOLD,54301085,,-1,1.0,1180.0,USA,USD,sqft,True,,,,,,,
